,signature,target
24093,REP.A006_HA1E_24H:O12,BRD-A24191444
24094,REP.A006_HA1E_24H:O11,BRD-A24191444
24095,REP.A006_PC3_24H:O07,BRD-A24191444
24096,REP.A006_PC3_24H:O08,BRD-A24191444
24097,REP.A006_MCF7_24H:O12,BRD-A24191444
24098,REP.A006_A375_24H:O09,BRD-A24191444
24099,REP.A006_A375_24H:O08,BRD-A24191444
24100,REP.A006_A375_24H:O07,BRD-A24191444
24101,REP.A006_PC3_24H:O09,BRD-A24191444
24102,REP.A006_PC3_24H:O10,BRD-A24191444
24103,REP.A006_PC3_24H:O11,BRD-A24191444
24104,REP.A006_PC3_24H:O12,BRD-A24191444
24105,REP.A006_HELA_24H:O12,BRD-A24191444
24106,REP.A006_A375_24H:O10,BRD-A24191444
24107,REP.A006_A375_24H:O11,BRD-A24191444
24108,REP.A006_HA1E_24H:O10,BRD-A24191444
24109,REP.A006_A375_24H:O12,BRD-A24191444
24110,REP.A006_HELA_24H:O11,BRD-A24191444
24111,REP.A006_HELA_24H:O10,BRD-A24191444
24112,REP.A006_HELA_24H:O09,BRD-A24191444
24113,REP.A006_HELA_24H:O08,BRD-A24191444
24114,REP.A006_HELA_24H:O07,BRD-A24191444
24115,REP.A006_MCF7_24H:O10,BRD-A24191444
24116,REP.A006_MCF7_24H:O09,BRD-A24191444
24117,REP.A006_MCF7_24H:O08,BRD-A24191444
24118,REP.A006_MCF7_24H:O07,BRD-A24191444
24119,REP.A006_MCF7_24H:O11,BRD-A24191444
24120,REP.A018_HELA_24H:P01,BRD-A67097164
24121,REP.A018_A375_24H:P01,BRD-A67097164
24122,REP.A018_A375_24H:P02,BRD-A67097164
24123,REP.A018_YAPC_24H:P06,BRD-A67097164
24124,REP.A018_YAPC_24H:P05,BRD-A67097164
24125,REP.A018_HA1E_24H:P04,BRD-A67097164
24126,REP.A018_YAPC_24H:P04,BRD-A67097164
24127,REP.A018_HA1E_24H:P03,BRD-A67097164
24128,REP.A018_HELA_24H:P03,BRD-A67097164
24129,REP.A018_HA1E_24H:P02,BRD-A67097164
24130,REP.A018_YAPC_24H:P03,BRD-A67097164
24131,REP.A018_HA1E_24H:P01,BRD-A67097164
24132,REP.A018_YAPC_24H:P01,BRD-A67097164
24133,REP.A018_A375_24H:P03,BRD-A67097164
24134,REP.A018_A375_24H:P06,BRD-A67097164
24135,REP.A018_YAPC_24H:P02,BRD-A67097164
24136,REP.A018_HELA_24H:P05,BRD-A67097164
24137,REP.A018_A375_24H:P05,BRD-A67097164
24138,REP.A018_HELA_24H:P06,BRD-A67097164
24139,REP.A018_A375_24H:P04,BRD-A67097164
24140,REP.A018_HA1E_24H:P06,BRD-A67097164
24141,REP.A018_PC3_24H:P06,BRD-A67097164
24142,REP.A018_MCF7_24H:P04,BRD-A67097164
24143,REP.A018_MCF7_24H:P03,BRD-A67097164
24144,REP.A018_MCF7_24H:P02,BRD-A67097164
24145,REP.A018_MCF7_24H:P01,BRD-A67097164
24146,REP.A018_HELA_24H:P02,BRD-A67097164
24147,REP.A018_HT29_24H:P06,BRD-A67097164
24148,REP.A018_HT29_24H:P05,BRD-A67097164
24149,REP.A018_MCF7_24H:P05,BRD-A67097164
24150,REP.A018_HA1E_24H:P05,BRD-A67097164
24151,REP.A018_HT29_24H:P04,BRD-A67097164
24152,REP.A018_HT29_24H:P03,BRD-A67097164
24153,REP.A018_HT29_24H:P02,BRD-A67097164
24154,REP.A018_HT29_24H:P01,BRD-A67097164
24155,REP.A018_PC3_24H:P01,BRD-A67097164
24156,REP.A018_PC3_24H:P02,BRD-A67097164
24157,REP.A018_PC3_24H:P03,BRD-A67097164
24158,REP.A018_PC3_24H:P04,BRD-A67097164
24159,REP.A018_PC3_24H:P05,BRD-A67097164
24160,REP.A018_HELA_24H:P04,BRD-A67097164
24161,REP.A018_MCF7_24H:P06,BRD-A67097164
24162,LJP006_HME1_24H:N15,BRD-K92723993
24163,LJP006_PC3_24H:N14,BRD-K92723993
24164,LJP006_HEPG2_24H:N16,BRD-K92723993
24165,LJP006_HME1_24H:N14,BRD-K92723993
24166,LJP006_SKBR3_24H:N14,BRD-K92723993
24167,LJP006_SKBR3_24H:N15,BRD-K92723993
24168,LJP006_A549_24H:N17,BRD-K92723993
24169,LJP006_HME1_24H:N13,BRD-K92723993
24170,LJP006_LNCAP_24H:N16,BRD-K92723993
24171,LJP006_HEPG2_24H:N13,BRD-K92723993
24172,LJP006_LNCAP_24H:N15,BRD-K92723993
24173,LJP006_LNCAP_3H:N13,BRD-K92723993
24174,LJP006_A549_24H:N18,BRD-K92723993
24175,LJP006_LNCAP_24H:N17,BRD-K92723993
24176,LJP006_LNCAP_24H:N18,BRD-K92723993
24177,LJP006_SKBR3_24H:N13,BRD-K92723993
24178,LJP006_HEPG2_24H:N15,BRD-K92723993
24179,LJP006_A549_24H:N16,BRD-K92723993
24180,LJP006_LNCAP_3H:N15,BRD-K92723993
24181,LJP006_PC3_24H:N15,BRD-K92723993
24182,LJP006_LNCAP_24H:N13,BRD-K92723993
24183,LJP006_A549_24H:N15,BRD-K92723993
24184,LJP006_LNCAP_24H:N14,BRD-K92723993
24185,LJP006_PC3_24H:N16,BRD-K92723993
24186,LJP006_PC3_24H:N17,BRD-K92723993
24187,LJP006_A549_24H:N14,BRD-K92723993
24188,LJP006_A549_24H:N13,BRD-K92723993
24189,LJP006_PC3_24H:N18,BRD-K92723993
24190,LJP006_HME1_24H:N18,BRD-K92723993
24191,LJP006_HME1_24H:N17,BRD-K92723993
24192,LJP006_HME1_24H:N16,BRD-K92723993
24193,LJP006_SKBR3_24H:N18,BRD-K92723993
24194,LJP006_SKBR3_24H:N17,BRD-K92723993
24195,LJP006_HEPG2_24H:N17,BRD-K92723993
24196,LJP006_SKBR3_24H:N16,BRD-K92723993
24197,LJP006_LNCAP_3H:N18,BRD-K92723993
24198,LJP006_PC3_24H:N13,BRD-K92723993
24199,LJP006_HEPG2_24H:N18,BRD-K92723993
24200,LJP006_LNCAP_3H:N17,BRD-K92723993
24201,LJP006_LNCAP_3H:N16,BRD-K92723993
24202,LJP006_LNCAP_3H:N14,BRD-K92723993
24203,LJP006_HEPG2_24H:N14,BRD-K92723993
24204,LJP006_HA1E_24H:N13,BRD-K92723993
24205,LJP006_MCF10A_3H:N18,BRD-K92723993
24206,LJP006_HCC515_24H:N13,BRD-K92723993
24207,LJP006_MDAMB231_24H:N13,BRD-K92723993
24208,LJP006_MDAMB231_24H:N18,BRD-K92723993
24209,LJP006_MDAMB231_24H:N17,BRD-K92723993
24210,LJP006_MDAMB231_24H:N16,BRD-K92723993
24211,LJP006_MDAMB231_24H:N15,BRD-K92723993
24212,LJP006_HA1E_24H:N18,BRD-K92723993
24213,LJP006_HCC515_24H:N14,BRD-K92723993
24214,LJP006_MDAMB231_24H:N14,BRD-K92723993
24215,REP.A027_MCF7_24H:A20,BRD-K92723993
24216,REP.A027_MCF7_24H:A21,BRD-K92723993
24217,LJP006_A375_24H:N15,BRD-K92723993
24218,LJP006_A375_24H:N14,BRD-K92723993
24219,REP.A027_MCF7_24H:A22,BRD-K92723993
24220,REP.A027_MCF7_24H:A23,BRD-K92723993
24221,REP.A027_MCF7_24H:A24,BRD-K92723993
24222,REP.A027_MCF7_24H:A19,BRD-K92723993
24223,REP.A027_HA1E_24H:A24,BRD-K92723993
24224,LJP006_HCC515_24H:N15,BRD-K92723993
24225,LJP006_HCC515_24H:N17,BRD-K92723993
24226,LJP006_HT29_24H:N13,BRD-K92723993
24227,REP.A027_YAPC_24H:A19,BRD-K92723993
24228,LJP006_MCF7_24H:N18,BRD-K92723993
24229,LJP006_MCF7_24H:N16,BRD-K92723993
24230,LJP006_SKBR3_3H:N13,BRD-K92723993
24231,LJP006_SKBR3_3H:N14,BRD-K92723993
24232,LJP006_SKBR3_3H:N15,BRD-K92723993
24233,LJP006_HCC515_24H:N16,BRD-K92723993
24234,LJP006_SKBR3_3H:N16,BRD-K92723993
24235,LJP006_SKBR3_3H:N18,BRD-K92723993
24236,LJP006_A375_24H:N16,BRD-K92723993
24237,LJP006_MCF7_24H:N15,BRD-K92723993
24238,LJP006_MCF7_24H:N14,BRD-K92723993
24239,LJP006_MCF7_24H:N13,BRD-K92723993
24240,LJP006_BT20_24H:N18,BRD-K92723993
24241,LJP006_HCC515_24H:N18,BRD-K92723993
24242,LJP006_SKBR3_3H:N17,BRD-K92723993
24243,LJP006_HT29_24H:N14,BRD-K92723993
24244,REP.A027_HA1E_24H:A23,BRD-K92723993
24245,REP.A027_HA1E_24H:A21,BRD-K92723993
24246,LJP006_BT20_24H:N15,BRD-K92723993
24247,LJP006_MCF10A_24H:N14,BRD-K92723993
24248,LJP006_BT20_24H:N13,BRD-K92723993
24249,LJP006_BT20_24H:N14,BRD-K92723993
24250,LJP006_MCF10A_24H:N13,BRD-K92723993
24251,LJP006_HA1E_24H:N16,BRD-K92723993
24252,REP.A027_PC3_24H:A20,BRD-K92723993
24253,LJP006_BT20_24H:N16,BRD-K92723993
24254,REP.A027_PC3_24H:A19,BRD-K92723993
24255,LJP006_HA1E_24H:N14,BRD-K92723993
24256,REP.A027_A375_24H:A24,BRD-K92723993
24257,REP.A027_A375_24H:A23,BRD-K92723993
24258,REP.A027_A375_24H:A22,BRD-K92723993
24259,REP.A027_A375_24H:A21,BRD-K92723993
24260,REP.A027_A375_24H:A20,BRD-K92723993
24261,REP.A027_A375_24H:A19,BRD-K92723993
24262,LJP006_HA1E_24H:N15,BRD-K92723993
24263,REP.A027_HA1E_24H:A22,BRD-K92723993
24264,LJP006_BT20_24H:N17,BRD-K92723993
24265,LJP006_MCF10A_24H:N16,BRD-K92723993
24266,REP.A027_HA1E_24H:A20,BRD-K92723993
24267,LJP006_A375_24H:N13,BRD-K92723993
24268,REP.A027_HA1E_24H:A19,BRD-K92723993
24269,LJP006_HA1E_24H:N17,BRD-K92723993
24270,LJP006_MDAMB231_3H:N13,BRD-K92723993
24271,LJP006_MDAMB231_3H:N14,BRD-K92723993
24272,LJP006_MDAMB231_3H:N15,BRD-K92723993
24273,LJP006_MCF10A_24H:N15,BRD-K92723993
24274,REP.A027_PC3_24H:A24,BRD-K92723993
24275,REP.A027_PC3_24H:A22,BRD-K92723993
24276,REP.A027_PC3_24H:A21,BRD-K92723993
24277,LJP006_MDAMB231_3H:N16,BRD-K92723993
24278,LJP006_MDAMB231_3H:N17,BRD-K92723993
24279,LJP006_MDAMB231_3H:N18,BRD-K92723993
24280,LJP006_MCF10A_24H:N18,BRD-K92723993
24281,LJP006_MCF10A_24H:N17,BRD-K92723993
24282,REP.A027_PC3_24H:A23,BRD-K92723993
24283,LJP006_HT29_24H:N15,BRD-K92723993
24284,LJP006_MCF7_24H:N17,BRD-K92723993
24285,LJP006_HT29_24H:N17,BRD-K92723993
24286,REP.A027_HELA_24H:A23,BRD-K92723993
24287,REP.A027_HELA_24H:A24,BRD-K92723993
24288,REP.A027_HT29_24H:A19,BRD-K92723993
24289,REP.A027_HT29_24H:A20,BRD-K92723993
24290,REP.A027_HT29_24H:A21,BRD-K92723993
24291,REP.A027_HT29_24H:A22,BRD-K92723993
24292,REP.A027_YAPC_24H:A22,BRD-K92723993
24293,REP.A027_HT29_24H:A23,BRD-K92723993
24294,REP.A027_HT29_24H:A24,BRD-K92723993
24295,LJP006_HME1_3H:N18,BRD-K92723993
24296,REP.A027_YAPC_24H:A23,BRD-K92723993
24297,LJP006_HME1_3H:N17,BRD-K92723993
24298,LJP006_HS578T_3H:N18,BRD-K92723993
24299,REP.A027_YAPC_24H:A24,BRD-K92723993
24300,LJP006_HME1_3H:N16,BRD-K92723993
24301,LJP006_HS578T_3H:N17,BRD-K92723993
24302,LJP006_HS578T_3H:N16,BRD-K92723993
24303,LJP006_HS578T_3H:N15,BRD-K92723993
24304,LJP006_HS578T_3H:N14,BRD-K92723993
24305,LJP006_HS578T_3H:N13,BRD-K92723993
24306,LJP006_BT20_3H:N13,BRD-K92723993
24307,LJP006_BT20_3H:N14,BRD-K92723993
24308,LJP006_BT20_3H:N15,BRD-K92723993
24309,LJP006_BT20_3H:N16,BRD-K92723993
24310,LJP006_BT20_3H:N17,BRD-K92723993
24311,LJP006_BT20_3H:N18,BRD-K92723993
24312,LJP006_HT29_24H:N16,BRD-K92723993
24313,LJP006_HME1_3H:N15,BRD-K92723993
24314,REP.A027_HELA_24H:A21,BRD-K92723993
24315,LJP006_HME1_3H:N14,BRD-K92723993
24316,REP.A027_HELA_24H:A22,BRD-K92723993
24317,LJP006_HME1_3H:N13,BRD-K92723993
24318,LJP006_HS578T_24H:N15,BRD-K92723993
24319,LJP006_HS578T_24H:N14,BRD-K92723993
24320,LJP006_HS578T_24H:N13,BRD-K92723993
24321,LJP006_A375_24H:N17,BRD-K92723993
24322,LJP006_MCF10A_3H:N13,BRD-K92723993
24323,LJP006_A375_24H:N18,BRD-K92723993
24324,LJP006_HS578T_24H:N16,BRD-K92723993
24325,LJP006_HS578T_24H:N17,BRD-K92723993
24326,REP.A027_YAPC_24H:A21,BRD-K92723993
24327,LJP006_MCF10A_3H:N15,BRD-K92723993
24328,LJP006_MCF7_3H:N18,BRD-K92723993
24329,LJP006_MCF10A_3H:N16,BRD-K92723993
24330,LJP006_MCF7_3H:N17,BRD-K92723993
24331,LJP006_MCF7_3H:N16,BRD-K92723993
24332,LJP006_MCF7_3H:N15,BRD-K92723993
24333,LJP006_MCF7_3H:N14,BRD-K92723993
24334,LJP006_MCF7_3H:N13,BRD-K92723993
24335,LJP006_MCF10A_3H:N17,BRD-K92723993
24336,REP.A027_YAPC_24H:A20,BRD-K92723993
24337,LJP006_HT29_24H:N18,BRD-K92723993
24338,REP.A027_HELA_24H:A19,BRD-K92723993
24339,REP.A027_HELA_24H:A20,BRD-K92723993
24340,LJP006_HS578T_24H:N18,BRD-K92723993
24341,LJP006_MCF10A_3H:N14,BRD-K92723993
24342,REP.A013_A375_24H:E03,BRD-K38436528
24343,REP.A013_YAPC_24H:E04,BRD-K38436528
24344,REP.A013_A375_24H:E01,BRD-K38436528
24345,REP.A013_YAPC_24H:E05,BRD-K38436528
24346,REP.A013_HT29_24H:E05,BRD-K38436528
24347,REP.A013_A375_24H:E02,BRD-K38436528
24348,REP.A013_HT29_24H:E03,BRD-K38436528
24349,REP.A013_HT29_24H:E02,BRD-K38436528
24350,REP.A013_A375_24H:E04,BRD-K38436528
24351,REP.A013_A375_24H:E05,BRD-K38436528
24352,REP.A013_HT29_24H:E01,BRD-K38436528
24353,REP.A013_A375_24H:E06,BRD-K38436528
24354,REP.A013_YAPC_24H:E06,BRD-K38436528
24355,REP.A013_HT29_24H:E06,BRD-K38436528
24356,REP.A013_HT29_24H:E04,BRD-K38436528
24357,REP.A013_HELA_24H:E02,BRD-K38436528
24358,REP.A013_HELA_24H:E01,BRD-K38436528
24359,REP.A013_HELA_24H:E06,BRD-K38436528
24360,REP.A013_YAPC_24H:E01,BRD-K38436528
24361,REP.A013_YAPC_24H:E02,BRD-K38436528
24362,REP.A013_YAPC_24H:E03,BRD-K38436528
24363,REP.A013_HA1E_24H:E01,BRD-K38436528
24364,REP.A013_MCF7_24H:E02,BRD-K38436528
24365,REP.A013_MCF7_24H:E03,BRD-K38436528
24366,REP.A013_MCF7_24H:E04,BRD-K38436528
24367,REP.A013_PC3_24H:E04,BRD-K38436528
24368,REP.A013_HA1E_24H:E02,BRD-K38436528
24369,REP.A013_HA1E_24H:E03,BRD-K38436528
24370,REP.A013_HA1E_24H:E04,BRD-K38436528
24371,REP.A013_HA1E_24H:E05,BRD-K38436528
24372,REP.A013_PC3_24H:E05,BRD-K38436528
24373,REP.A013_PC3_24H:E06,BRD-K38436528
24374,REP.A013_MCF7_24H:E05,BRD-K38436528
24375,REP.A013_PC3_24H:E03,BRD-K38436528
24376,REP.A013_PC3_24H:E02,BRD-K38436528
24377,REP.A013_MCF7_24H:E06,BRD-K38436528
24378,REP.A013_HELA_24H:E04,BRD-K38436528
24379,REP.A013_HELA_24H:E03,BRD-K38436528
24380,REP.A013_PC3_24H:E01,BRD-K38436528
24381,REP.A013_HA1E_24H:E06,BRD-K38436528
24382,REP.A013_HELA_24H:E05,BRD-K38436528
24383,REP.A013_MCF7_24H:E01,BRD-K38436528
24384,REP.A001_YAPC_24H:E10,BRD-K26657438
24385,REP.A001_MCF7_24H:E07,BRD-K26657438
24386,REP.A001_YAPC_24H:E11,BRD-K26657438
24387,REP.A001_HA1E_24H:E10,BRD-K26657438
24388,REP.A001_HA1E_24H:E11,BRD-K26657438
24389,REP.A001_MCF7_24H:E08,BRD-K26657438
24390,REP.A001_HT29_24H:E08,BRD-K26657438
24391,REP.A001_A375_24H:E09,BRD-K26657438
24392,REP.A001_A375_24H:E10,BRD-K26657438
24393,REP.A001_MCF7_24H:E09,BRD-K26657438
24394,REP.A001_A375_24H:E11,BRD-K26657438
24395,REP.A001_HA1E_24H:E08,BRD-K26657438
24396,REP.A001_HA1E_24H:E07,BRD-K26657438
24397,REP.A001_YAPC_24H:E12,BRD-K26657438
24398,REP.A001_A375_24H:E12,BRD-K26657438
24399,REP.A001_PC3_24H:E12,BRD-K26657438
24400,REP.A001_PC3_24H:E11,BRD-K26657438
24401,REP.A001_PC3_24H:E10,BRD-K26657438
24402,REP.A001_A375_24H:E07,BRD-K26657438
24403,REP.A001_PC3_24H:E09,BRD-K26657438
24404,REP.A001_PC3_24H:E08,BRD-K26657438
24405,REP.A001_HA1E_24H:E09,BRD-K26657438
24406,REP.A001_MCF7_24H:E10,BRD-K26657438
24407,REP.A001_PC3_24H:E07,BRD-K26657438
24408,REP.A001_HA1E_24H:E12,BRD-K26657438
24409,REP.A001_HT29_24H:E09,BRD-K26657438
24410,REP.A001_HT29_24H:E10,BRD-K26657438
24411,REP.A001_HT29_24H:E11,BRD-K26657438
24412,REP.A001_HT29_24H:E12,BRD-K26657438
24413,REP.A001_HELA_24H:E07,BRD-K26657438
24414,REP.A001_HELA_24H:E08,BRD-K26657438
24415,REP.A001_YAPC_24H:E07,BRD-K26657438
24416,REP.A001_HELA_24H:E09,BRD-K26657438
24417,REP.A001_HELA_24H:E10,BRD-K26657438
24418,REP.A001_HT29_24H:E07,BRD-K26657438
24419,REP.A001_HELA_24H:E12,BRD-K26657438
24420,REP.A001_YAPC_24H:E08,BRD-K26657438
24421,REP.A001_HELA_24H:E11,BRD-K26657438
24422,REP.A001_YAPC_24H:E09,BRD-K26657438
24423,REP.A001_A375_24H:E08,BRD-K26657438
24424,REP.A001_MCF7_24H:E12,BRD-K26657438
24425,REP.A001_MCF7_24H:E11,BRD-K26657438
24426,REP.A026_HT29_24H:E18,BRD-K89208535
24427,REP.A026_HT29_24H:E17,BRD-K89208535
24428,REP.A026_HT29_24H:E16,BRD-K89208535
24429,REP.A026_HT29_24H:E15,BRD-K89208535
24430,REP.A026_HT29_24H:E14,BRD-K89208535
24431,REP.A026_HT29_24H:E13,BRD-K89208535
24432,REP.A026_A375_24H:E18,BRD-K89208535
24433,REP.A026_PC3_24H:E14,BRD-K89208535
24434,REP.A026_HELA_24H:E13,BRD-K89208535
24435,REP.A026_PC3_24H:E15,BRD-K89208535
24436,REP.A026_PC3_24H:E16,BRD-K89208535
24437,REP.A026_MCF7_24H:E13,BRD-K89208535
24438,REP.A026_MCF7_24H:E14,BRD-K89208535
24439,REP.A026_MCF7_24H:E15,BRD-K89208535
24440,REP.A026_MCF7_24H:E16,BRD-K89208535
24441,REP.A026_MCF7_24H:E17,BRD-K89208535
24442,REP.A026_MCF7_24H:E18,BRD-K89208535
24443,REP.A026_PC3_24H:E17,BRD-K89208535
24444,REP.A026_PC3_24H:E18,BRD-K89208535
24445,REP.A026_PC3_24H:E13,BRD-K89208535
24446,REP.A026_HA1E_24H:E17,BRD-K89208535
24447,REP.A026_HELA_24H:E14,BRD-K89208535
24448,REP.A026_HELA_24H:E15,BRD-K89208535
24449,REP.A026_A375_24H:E17,BRD-K89208535
24450,REP.A026_A375_24H:E16,BRD-K89208535
24451,REP.A026_HA1E_24H:E18,BRD-K89208535
24452,REP.A026_A375_24H:E15,BRD-K89208535
24453,REP.A026_A375_24H:E14,BRD-K89208535
24454,REP.A026_A375_24H:E13,BRD-K89208535
24455,REP.A026_HA1E_24H:E16,BRD-K89208535
24456,REP.A026_HA1E_24H:E15,BRD-K89208535
24457,REP.A026_HA1E_24H:E14,BRD-K89208535
24458,REP.A026_HA1E_24H:E13,BRD-K89208535
24459,REP.A026_YAPC_24H:E18,BRD-K89208535
24460,REP.A026_YAPC_24H:E17,BRD-K89208535
24461,REP.A026_YAPC_24H:E16,BRD-K89208535
24462,REP.A026_YAPC_24H:E14,BRD-K89208535
24463,REP.A026_YAPC_24H:E15,BRD-K89208535
24464,REP.A026_YAPC_24H:E13,BRD-K89208535
24465,REP.A026_HELA_24H:E16,BRD-K89208535
24466,REP.A026_HELA_24H:E17,BRD-K89208535
24467,REP.A026_HELA_24H:E18,BRD-K89208535
24468,REP.A027_HA1E_24H:G02,BRD-A95869247
24469,REP.A027_HA1E_24H:G06,BRD-A95869247
24470,REP.A027_MCF7_24H:G06,BRD-A95869247
24471,REP.A027_A375_24H:G01,BRD-A95869247
24472,REP.A027_A375_24H:G02,BRD-A95869247
24473,REP.A027_MCF7_24H:G02,BRD-A95869247
24474,REP.A027_A375_24H:G04,BRD-A95869247
24475,REP.A027_A375_24H:G05,BRD-A95869247
24476,REP.A027_A375_24H:G06,BRD-A95869247
24477,REP.A027_HA1E_24H:G05,BRD-A95869247
24478,REP.A027_HELA_24H:G06,BRD-A95869247
24479,REP.A027_HELA_24H:G05,BRD-A95869247
24480,REP.A027_HELA_24H:G04,BRD-A95869247
24481,REP.A027_HELA_24H:G03,BRD-A95869247
24482,REP.A027_HELA_24H:G02,BRD-A95869247
24483,REP.A027_HELA_24H:G01,BRD-A95869247
24484,REP.A027_HA1E_24H:G04,BRD-A95869247
24485,REP.A027_HT29_24H:G01,BRD-A95869247
24486,REP.A027_HT29_24H:G02,BRD-A95869247
24487,REP.A027_HT29_24H:G03,BRD-A95869247
24488,REP.A027_HT29_24H:G04,BRD-A95869247
24489,REP.A027_HT29_24H:G05,BRD-A95869247
24490,REP.A027_HT29_24H:G06,BRD-A95869247
24491,REP.A027_HA1E_24H:G03,BRD-A95869247
24492,REP.A027_HA1E_24H:G01,BRD-A95869247
24493,REP.A027_PC3_24H:G01,BRD-A95869247
24494,REP.A027_A375_24H:G03,BRD-A95869247
24495,REP.A027_MCF7_24H:G04,BRD-A95869247
24496,REP.A027_MCF7_24H:G03,BRD-A95869247
24497,REP.A027_PC3_24H:G04,BRD-A95869247
24498,REP.A027_MCF7_24H:G05,BRD-A95869247
24499,REP.A027_MCF7_24H:G01,BRD-A95869247
24500,REP.A027_PC3_24H:G05,BRD-A95869247
24501,REP.A027_YAPC_24H:G01,BRD-A95869247
24502,REP.A027_YAPC_24H:G02,BRD-A95869247
24503,REP.A027_PC3_24H:G03,BRD-A95869247
24504,REP.A027_YAPC_24H:G03,BRD-A95869247
24505,REP.A027_YAPC_24H:G04,BRD-A95869247
24506,REP.A027_YAPC_24H:G05,BRD-A95869247
24507,REP.A027_YAPC_24H:G06,BRD-A95869247
24508,REP.A027_PC3_24H:G02,BRD-A95869247
24509,REP.A027_PC3_24H:G06,BRD-A95869247
24510,REP.A003_HELA_24H:H09,BRD-K33226500
24511,REP.A003_HA1E_24H:H07,BRD-K33226500
24512,REP.A003_HELA_24H:H11,BRD-K33226500
24513,REP.A003_HT29_24H:H07,BRD-K33226500
24514,REP.A003_HELA_24H:H10,BRD-K33226500
24515,REP.A003_MCF7_24H:H07,BRD-K33226500
24516,REP.A003_MCF7_24H:H12,BRD-K33226500
24517,REP.A003_MCF7_24H:H10,BRD-K33226500
24518,REP.A003_YAPC_24H:H07,BRD-K33226500
24519,REP.A003_YAPC_24H:H08,BRD-K33226500
24520,REP.A003_YAPC_24H:H09,BRD-K33226500
24521,REP.A003_YAPC_24H:H10,BRD-K33226500
24522,REP.A003_YAPC_24H:H11,BRD-K33226500
24523,REP.A003_YAPC_24H:H12,BRD-K33226500
24524,REP.A003_MCF7_24H:H08,BRD-K33226500
24525,REP.A003_HELA_24H:H08,BRD-K33226500
24526,REP.A003_HT29_24H:H11,BRD-K33226500
24527,REP.A003_HT29_24H:H10,BRD-K33226500
24528,REP.A003_HT29_24H:H09,BRD-K33226500
24529,REP.A003_HELA_24H:H07,BRD-K33226500
24530,REP.A003_HT29_24H:H08,BRD-K33226500
24531,REP.A003_MCF7_24H:H11,BRD-K33226500
24532,REP.A003_HT29_24H:H12,BRD-K33226500
24533,REP.A003_MCF7_24H:H09,BRD-K33226500
24534,REP.A003_HA1E_24H:H09,BRD-K33226500
24535,REP.A003_HELA_24H:H12,BRD-K33226500
24536,REP.A003_PC3_24H:H10,BRD-K33226500
24537,REP.A003_A375_24H:H08,BRD-K33226500
24538,REP.A003_PC3_24H:H09,BRD-K33226500
24539,REP.A003_PC3_24H:H11,BRD-K33226500
24540,REP.A003_PC3_24H:H12,BRD-K33226500
24541,REP.A003_A375_24H:H07,BRD-K33226500
24542,REP.A003_A375_24H:H12,BRD-K33226500
24543,REP.A003_A375_24H:H11,BRD-K33226500
24544,REP.A003_HA1E_24H:H12,BRD-K33226500
24545,REP.A003_A375_24H:H10,BRD-K33226500
24546,REP.A003_HA1E_24H:H10,BRD-K33226500
24547,REP.A003_HA1E_24H:H08,BRD-K33226500
24548,REP.A003_A375_24H:H09,BRD-K33226500
24549,REP.A003_PC3_24H:H07,BRD-K33226500
24550,REP.A003_PC3_24H:H08,BRD-K33226500
24551,REP.A003_HA1E_24H:H11,BRD-K33226500
24552,REP.A002_HT29_24H:E03,BRD-A16296925
24553,REP.A002_HT29_24H:E04,BRD-A16296925
24554,REP.A002_HT29_24H:E05,BRD-A16296925
24555,REP.A002_HT29_24H:E02,BRD-A16296925
24556,REP.A002_HELA_24H:E01,BRD-A16296925
24557,REP.A002_HELA_24H:E02,BRD-A16296925
24558,REP.A002_HELA_24H:E03,BRD-A16296925
24559,REP.A002_HELA_24H:E04,BRD-A16296925
24560,REP.A002_HELA_24H:E05,BRD-A16296925
24561,REP.A002_HELA_24H:E06,BRD-A16296925
24562,REP.A002_HA1E_24H:E06,BRD-A16296925
24563,REP.A002_HA1E_24H:E04,BRD-A16296925
24564,REP.A002_HA1E_24H:E03,BRD-A16296925
24565,REP.A002_HA1E_24H:E02,BRD-A16296925
24566,REP.A002_HA1E_24H:E01,BRD-A16296925
24567,REP.A002_HT29_24H:E01,BRD-A16296925
24568,REP.A002_HA1E_24H:E05,BRD-A16296925
24569,REP.A002_HT29_24H:E06,BRD-A16296925
24570,REP.A002_A375_24H:E01,BRD-A16296925
24571,REP.A002_A375_24H:E03,BRD-A16296925
24572,REP.A002_A375_24H:E04,BRD-A16296925
24573,REP.A002_A375_24H:E05,BRD-A16296925
24574,REP.A002_A375_24H:E06,BRD-A16296925
24575,REP.A002_PC3_24H:E01,BRD-A16296925
24576,REP.A002_PC3_24H:E06,BRD-A16296925
24577,REP.A002_PC3_24H:E05,BRD-A16296925
24578,REP.A002_MCF7_24H:E01,BRD-A16296925
24579,REP.A002_A375_24H:E02,BRD-A16296925
24580,REP.A002_PC3_24H:E03,BRD-A16296925
24581,REP.A002_PC3_24H:E02,BRD-A16296925
24582,REP.A002_YAPC_24H:E03,BRD-A16296925
24583,REP.A002_YAPC_24H:E04,BRD-A16296925
24584,REP.A002_PC3_24H:E04,BRD-A16296925
24585,REP.A002_MCF7_24H:E02,BRD-A16296925
24586,REP.A002_YAPC_24H:E01,BRD-A16296925
24587,REP.A002_MCF7_24H:E03,BRD-A16296925
24588,REP.A002_YAPC_24H:E02,BRD-A16296925
