,smiles,name,id,inchi_key,atc
52395,CC(C)NC[C@H](O)C1CCC(O)C(O)C1,isoprenaline,BRD-K24473282,JWZZKOKVBUJMES-NSHDSACASA-N,C01CA02
52396,CCN(CC)CCOC(=O)C1CCC(N)CC1,procaine,BRD-K24616672,MFDFERRIHVXMIY-UHFFFAOYSA-N,N01BA02
52397,CCN(CC)CCOC(=O)C1CCC(N)CC1,procaine,BRD-K24616672,MFDFERRIHVXMIY-UHFFFAOYSA-N,C05AD05
52398,CCN(CC)CCOC(=O)C1CCC(N)CC1,procaine,BRD-K24616672,MFDFERRIHVXMIY-UHFFFAOYSA-N,S01HA05
52399,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](CC=C(C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)C=CC=C6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,ivermectin,BRD-K24652731,AZSNMRSAGSSBNP-VRFQAOMKSA-N,P02CF01
52400,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](CC=C(C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)C=CC=C6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,ivermectin,BRD-K24652731,AZSNMRSAGSSBNP-VRFQAOMKSA-N,D11AX22
52401,FC1C[NH]C(=O)[NH]C1=O,fluorouracil,BRD-K24844714,GHASVSINZRGABV-UHFFFAOYSA-N,L01BC02
52402,CCN(CC)CCN1C2[C@H]3C[C@H]4[C@H](C[C@@H](OC(=O)C5CC(OC)C(OC)C(OC)C5)[C@H](OC)[C@H]4C(=O)OC)CN3CCC2C2CCC(OC)CC12,bietaserpine,BRD-K25210139,WFTSRDISOMSAQC-ZNFOTRSXSA-N,C02AA07
52403,OC(=O)CCC1NC(C(O1)-C1CCCCC1)-C1CCCCC1,oxaprozin,BRD-K25394294,OFPXSFXSNFPTHF-UHFFFAOYSA-N,M01AE12
52404,CNCCCC12CCC(C3CCCCC13)C1CCCCC21,maprotiline,BRD-K25433859,QSLMDECMDJKHMQ-UHFFFAOYSA-N,N06AA21
52405,CNC(=O)OC1CCC2N(C)[C@H]3N(C)CC[C@@]3(C)C2C1,physostigmine,BRD-K25650355,PIJVFDBKTWXHHD-HIFRSBDPSA-N,V03AB19
52406,CNC(=O)OC1CCC2N(C)[C@H]3N(C)CC[C@@]3(C)C2C1,physostigmine,BRD-K25650355,PIJVFDBKTWXHHD-HIFRSBDPSA-N,S01EB05
52407,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@H]12,pravastatin,BRD-K25841245,TUZYXOIXSAXUGO-SDYRHPPTSA-N,C10AA03
52408,CC(=O)C[C@@H](C1CCCCC1)C1C(O)C2CCCCC2OC1=O,warfarin,BRD-K25991148,PJVWKTKQMONHTI-HNNXBMFYSA-N,B01AA03
52409,OC1CCC(CC1)C(=O)NN=CC2CCC(O2)[N+](=O)[O-],nifuroxazide,BRD-K26104851,YCWSUKQGVSGXJO-UHFFFAOYSA-N,A07AX03
52410,COC1C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC2CC[C@H](NC(C)=O)C3CC(=O)C(SC)CCC3-C2C1OC,thiocolchicoside,BRD-K26619122,LEQAKWQJCITZNK-AXHKHJLKSA-N,M03BX05
52411,CC(C)CN1CNC2C(N)NC3CCCCC3C12,imiquimod,BRD-K26657438,DOUYETYNHWVLEO-UHFFFAOYSA-N,D06BB10
52412,O=C1NCC2(CCN(CCC3CCCCC3)CC2)O1,fenspiride,BRD-K26739552,FVNFBBAOMBJTST-UHFFFAOYSA-N,R03DX03
52413,O=C1NCC2(CCN(CCC3CCCCC3)CC2)O1,fenspiride,BRD-K26739552,FVNFBBAOMBJTST-UHFFFAOYSA-N,R03BX01
52414,NC(=O)C1(CCN(CCCC(=O)C2CCC(F)CC2)CC1)N1CCCCC1,pipamperone,BRD-K26801045,AXKPFOAXAHJUAG-UHFFFAOYSA-N,N05AD05
52415,COC1CCC(CC1)C(CL)=C(C1CCC(OC)CC1)C1CCC(OC)CC1,chlorotrianisene,BRD-K27062708,BFPSDSIWYFKGBC-UHFFFAOYSA-N,G03CA06
52416,OC(=O)COCCN1CCN(CC1)[C@H](C1CCCCC1)C1CCC(CL)CC1,levocetirizine,BRD-K27184429,ZKLPARSLTMPFCP-OAQYLSRUSA-N,R06AE09
52417,CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,rimexolone,BRD-K27218697,QTTRZHGPGKRAFB-JSOPVXQKSA-N,S01BA13
52418,CCC(=O)[C@@]1(C)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,rimexolone,BRD-K27218697,QTTRZHGPGKRAFB-JSOPVXQKSA-N,H02AB12
52419,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,calcitriol,BRD-K27316855,GMRQFYUYWCNGIN-NKMMMXOESA-N,D05AX03
52420,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,calcitriol,BRD-K27316855,GMRQFYUYWCNGIN-NKMMMXOESA-N,A11CC04
52421,COC(=O)[C@@H](N1CCC2SCCC2C1)C1CCCCC1CL,clopidogrel,BRD-K27721098,GKTWGGQPFAXNFI-HNNXBMFYSA-N,B01AC04
52422,C[C@@H](N)[C@@H](O)C1CCCCC1,phenylpropanolamine,BRD-K27853494,DLNKOYKMWOXYQA-VXNVDRBHSA-N,R01BA01
52423,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12,simvastatin,BRD-K28026280,RYMZZMVNJRMUDD-HFFZACBOSA-N,C10AA01
52424,O=C(O[C@H]1C[C@H]2C[C@H]3C[C@@H](C1)N2CC3=O)C1C[NH]C2CCCCC12,dolasetron,BRD-K28029915,UKTAZPQNNNJVKR-YXSUXZIUSA-N,A04AA04
52425,CN1CCC(CC1)=C1C2CCCCC2C=CC2CCCCC12,cyproheptadine,BRD-K28143534,JJCFRYNCJDLXIK-UHFFFAOYSA-N,R06AX02
52426,CC(C)NC(=N)NC(=N)NC1CCC(CL)CC1,proguanil,BRD-K28183345,SSOLNOMRVKKSON-UHFFFAOYSA-N,P01BB01
52427,CC(C)C(=O)NC1CCC(C(C1)C(F)(F)F)[N+]([O-])=O,flutamide,BRD-K28307902,MKXKFYHWDHIYRV-UHFFFAOYSA-N,L02BB01
52428,CO[C@H]1\C=C\O[C@@]2(C)OC3C(C2=O)C2C(O)C(\C=N\N4CCN(CC4)C4CCCC4)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)C2C(O)C3C,rifapentine,BRD-K28346421,WDZCUPBHRAEYDL-NAFQJNKLSA-N,J04AB05
52429,CC1CC(NS(=O)(=O)C2CCC(N)CC2)NO1,sulfamethoxazole,BRD-K28494619,JLKIGFTWXXRPMT-UHFFFAOYSA-N,J01EC01
52430,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,G02CC03
52431,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,R02AX03
52432,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,A01AD02
52433,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,M02AA05
52434,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,M01AX07
52435,NC(=O)C1CNCCN1,pyrazinamide,BRD-K28667793,IPEHBUMCGVEMRF-UHFFFAOYSA-N,J04AK01
52436,OCCN1CCN(CC\C=C2\C3CCCCC3SC3CCC(CL)CC23)CC1,zuclopenthixol,BRD-K28761384,WFPIAZLQTJBIFN-DVZOWYKESA-N,N05AF05
52437,NC1CCC(O)C(C1)C(O)=O,mesalazine,BRD-K28849549,KBOPZPXVLCULAV-UHFFFAOYSA-N,A07EC02
52438,NC(=O)C1CCCNC1,nicotinamide,BRD-K28912512,DFPAKSUCGFBDDF-UHFFFAOYSA-N,A11HA01
52439,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(CL)=C(N2C1=O)C(O)=O)C1CCCCC1,loracarbef,BRD-K28935038,JAPHQRWPEGVNBT-UTUOFQBUSA-N,J01DC08
52440,CN1CCC(CC1)=C1C2CCSC2C(=O)CC2CCCCC12,ketotifen,BRD-K28936863,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,S01GX08
52441,CN1CCC(CC1)=C1C2CCSC2C(=O)CC2CCCCC12,ketotifen,BRD-K28936863,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,R06AX17
52442,CC(=O)N1CCN(CC1)C1CCC(OC[C@H]2CO[C@@](CN3CCNC3)(O2)C2CCC(CL)CC2CL)CC1,ketoconazole,BRD-K29113274,XMAYWYJOQHXEEK-OZXSUGGESA-N,J02AB02
52443,CC(=O)N1CCN(CC1)C1CCC(OC[C@H]2CO[C@@](CN3CCNC3)(O2)C2CCC(CL)CC2CL)CC1,ketoconazole,BRD-K29113274,XMAYWYJOQHXEEK-OZXSUGGESA-N,G01AF11
52444,CC(=O)N1CCN(CC1)C1CCC(OC[C@H]2CO[C@@](CN3CCNC3)(O2)C2CCC(CL)CC2CL)CC1,ketoconazole,BRD-K29113274,XMAYWYJOQHXEEK-OZXSUGGESA-N,D01AC08
52445,OC(=O)CCCC1CCC(CC1)N(CCCL)CCCL,chlorambucil,BRD-K29458283,JCKYGMPEJWAADB-UHFFFAOYSA-N,L01AA02
52446,CC(C)C1CCC2OC3NC(N)C(CC3C(=O)C2C1)C(O)=O,amlexanox,BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,R03DX01
52447,CC(C)C1CCC2OC3NC(N)C(CC3C(=O)C2C1)C(O)=O,amlexanox,BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,A01AD07
52448,CLC1CC2NC(=O)CC2CC1CCN1CCN(CC1)C1NSC2CCCCC12,ziprasidone,BRD-K29582115,MVWVFYHBGMAFLY-UHFFFAOYSA-N,N05AE04
52449,FC1CCC(CC1)C(N1CCN(C\C=C\C2CCCCC2)CC1)C1CCC(F)CC1,flunarizine,BRD-K29582677,SMANXXCATUTDDT-QPJJXVBHSA-N,N07CA03
52450,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,topiramate,BRD-K29653726,KJADKKWYZYXHBB-XBWDGYHZSA-N,N03AX11
52451,CNC(=O)C1CCCCC1SC1CCC2C(\C=C\C3CCCCN3)N[NH]C2C1,axitinib,BRD-K29905972,RITAVMQDGBJQJZ-FMIVXFBMSA-N,L01XE17
52452,CCN(CC)CCOC1CCC(CC1)C(=C(/CL)C1CCCCC1)\C1CCCCC1,clomifene,BRD-K29950728,GKIRPKYJQBWNGO-QPLCGJKRSA-N,G03GB02
52453,COCCCOC1CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)CCC1OC,aliskiren,BRD-K30020243,UXOWGYHJODZGMF-QORCZRPOSA-N,C09XA02
52454,O[C@H](C[C@H](O)/C=C/C1C(NC2CCCCC2C1C3CCC(F)CC3)C4CC4)CC(=O)O[CA]OC(=O)C[C@H](O)C[C@H](O)/C=C/C5C(NC6CCCCC6C5C7CCC(F)CC7)C8CC8,pitavastatin,BRD-K30097969,RHGYHLPFVJEAOC-FFNUKLMVSA-L,C10AA08
52455,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,D07AB19
52456,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,C05AA09
52457,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,H02AB02
52458,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,S01BA01
52459,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,D10AA03
52460,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,S03BA01
52461,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,D07XB05
52462,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,S02BA06
52463,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,S01CB01
52464,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,R01AD03
52465,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,dexamethasone,BRD-K30207000,AKUJBENLRBOFTD-ARBOEXFKSA-N,A01AC02
52466,CN1CCC[C@@H]1CCO[C@](C)(C1CCCCC1)C1CCC(CL)CC1,clemastine,BRD-K30240666,YNNUSGIPVFPVBX-NHCUHLMSSA-N,D04AA14
52467,CN1CCC[C@@H]1CCO[C@](C)(C1CCCCC1)C1CCC(CL)CC1,clemastine,BRD-K30240666,YNNUSGIPVFPVBX-NHCUHLMSSA-N,R06AA04
52468,CC(C)NC(=O)NS(=O)(=O)C1CNCCC1NC1CCCC(C)C1,torasemide,BRD-K30480208,NGBFQHCMQULJNZ-UHFFFAOYSA-N,C03CA04
52469,CO[C@H]1\C=C\O[C@@]2(C)OC3C(C2=O)C2C(C(O)C3C)C(O)C(NC(=O)\C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=NC3(CCN(CC(C)C)CC3)N=C21,rifabutin,BRD-K30563334,AZFBLLCNOQPJGJ-DVAZEERGSA-N,J04AB04
52470,CC(=O)O[C@@]12CO[C@H]1C[C@H](O)[C@]1(C)[C@H]2[C@H](OC(=O)C2CCCCC2)[C@@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C3CCCCC3)C(C)=C([C@@H](O)C1=O)C2(C)C,docetaxel,BRD-K30618791,ZDZOTLJHXYCWBA-FNKMKNBQSA-N,L01CD02
52471,NCC1CCC(CC1)S(N)(=O)=O,mafenide,BRD-K30649484,TYMRLRRVMHJFTF-UHFFFAOYSA-N,D06BA03
52472,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,desoximetasone,BRD-K30697463,VWVSBHGCDBMOOT-IIEHVVJPSA-N,D07AC03
52473,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,desoximetasone,BRD-K30697463,VWVSBHGCDBMOOT-IIEHVVJPSA-N,D07XC02
52474,CNC(=C[N+](=O)[O-])NCCSCC1CCC(CN(C)C)O1,ranitidine,BRD-K30816563,VMXUWOKSQNHOCA-UHFFFAOYSA-N,A02BA02
52475,C[C@@H]1CCN(C[C@@H]1N(C)C1NCNC2[NH]CCC12)C(=O)CC#N,tofacitinib,BRD-K31283835,UJLAWZDWDVHWOW-YPMHNXCESA-N,L04AA29
52476,[O-][N+](=O)C1CCC(CC1)C2CCC(C=NN3CC(=O)NC3=O)O2,dantrolene,BRD-K31333309,OZOMQRBLCMDCEG-UHFFFAOYSA-N,M03CA01
52477,CC(=O)O[C@H]1[C@H](C[C@H]2[C@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,vecuronium,BRD-K31374463,BGSZAXLLHYERSY-OLDKZTQHSA-N,M03AC03
52478,CO[C@H]1\C=C\O[C@@]2(C)OC3C(C2=O)C2C4=NC5(CCN(CC(C)C)CC5)NC4=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(=O)C2C(O)C3C,rifabutin,BRD-K31484631,ATEBXHFBFRCZMA-DVAZEERGSA-N,J04AB04
52479,COCCCC\C(C1CCC(CC1)C(F)(F)F)=N\OCCN,fluvoxamine,BRD-K31534764,CJOFXWAVKWHTFT-ZHZULCJRSA-N,N06AB08
52480,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,rimexolone,BRD-K31627533,QTTRZHGPGKRAFB-OOKHYKNYSA-N,S01BA13
52481,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,rimexolone,BRD-K31627533,QTTRZHGPGKRAFB-OOKHYKNYSA-N,H02AB12
52482,CC1NNC(NS(=O)(=O)C2CCC(N)CC2)S1,sulfamethizole,BRD-K31682896,VACCAVUAMIDAGB-UHFFFAOYSA-N,B05CA04
52483,CC1NNC(NS(=O)(=O)C2CCC(N)CC2)S1,sulfamethizole,BRD-K31682896,VACCAVUAMIDAGB-UHFFFAOYSA-N,J01EB02
52484,CC1NNC(NS(=O)(=O)C2CCC(N)CC2)S1,sulfamethizole,BRD-K31682896,VACCAVUAMIDAGB-UHFFFAOYSA-N,S01AB01
52485,CC1NNC(NS(=O)(=O)C2CCC(N)CC2)S1,sulfamethizole,BRD-K31682896,VACCAVUAMIDAGB-UHFFFAOYSA-N,D06BA04
52486,CN1NNC2C(NCN2C1=O)C(N)=O,temozolomide,BRD-K32107296,BPEGJWRSRHCHSN-UHFFFAOYSA-N,L01AX03
52487,CC1CCC(CC1)S(=O)(=O)NC(=O)NN1CCCCCC1,tolazamide,BRD-K32164935,OUDSBRTVNLOZBN-UHFFFAOYSA-N,A10BB05
52488,CCC1(C(=O)NCNC1=O)C1CCCCC1,primidone,BRD-K32247306,DQMZLTXERSFNPB-UHFFFAOYSA-N,N03AA03
52489,NC1CCC(CC1)S(=O)(=O)NC1NCCCN1,sulfadiazine,BRD-K32273377,SEEPANYCNGTZFQ-UHFFFAOYSA-N,J01EC02
52490,CC1NNC2CN=C(C3CCCCC3)C3CC(CL)CCC3-N12,alprazolam,BRD-K32398298,VREFGVBLTWBCJP-UHFFFAOYSA-N,N05BA12
52491,CCOC1CCCCC1O[C@H]([C@H]1CNCCO1)C1CCCCC1,reboxetine,BRD-K32480324,CBQGYUDMJHNJBX-MOPGFXCFSA-N,N06AX18
52492,CCN(CC)C(=S)SSC(=S)N(CC)CC,disulfiram,BRD-K32744045,AUZONCFQVSMFAP-UHFFFAOYSA-N,N07BB01
52493,C[C@]12CC[C@H]3[C@@H](CCC4CC(O)CCC34)[C@H]1C[C@@H](O)[C@@H]2O,estriol,BRD-K32793530,PROQIPRRNZUXQM-WJQMWINMSA-N,G03CC06
52494,C[C@]12CC[C@H]3[C@@H](CCC4CC(O)CCC34)[C@H]1C[C@@H](O)[C@@H]2O,estriol,BRD-K32793530,PROQIPRRNZUXQM-WJQMWINMSA-N,G03CA04
52495,CCOC1CCCCC1O[C@H]([C@@H]1CNCCO1)C1CCCCC1,reboxetine,BRD-K32814891,CBQGYUDMJHNJBX-OALUTQOASA-N,N06AX18
52496,CN1CNC(C1SC1[NH]CNC2NCNC12)[N+]([O-])=O,azathioprine,BRD-K32821942,LMEKQMALGUDUQG-UHFFFAOYSA-N,L04AX01
52497,NC(=N)NC(=O)CC1C(CL)CCCC1CL,guanfacine,BRD-K32830106,INJOMKTZOLKMBF-UHFFFAOYSA-N,C02AC02
52498,NC1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)N1,cytarabine,BRD-K33106058,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,L01BC01
52499,COC1CCC(CC1C12CC3CC(CC(C3)C1)C2)-C1CCC2CC(CCC2C1)C(O)=O,adapalene,BRD-K33127281,LZCDAPDGXCYOEH-UHFFFAOYSA-N,D10AD03
52500,COC1CCC2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)C2C1,dextromethorphan,BRD-K33211335,MKXZASYAUGDDCJ-NJAFHUGGSA-N,R05DA09
52501,CC(C)(C)NC(=O)[C@@H]1CN(CC2CCCNC2)CCN1C[C@@H](O)C[C@@H](CC1CCCCC1)C(=O)N[C@@H]1[C@H](O)CC2CCCCC12,indinavir,BRD-K33226500,CBVCZFGXHXORBI-PXQQMZJSSA-N,J05AE02
52502,C(N1CCCNCCNCCCNCC1)C1CCC(CN2CCCNCCNCCCNCC2)CC1,plerixafor,BRD-K33240821,YIQPUIGJQJDJOS-UHFFFAOYSA-N,L03AX16
52503,COC1CCC2CC(CCC2C1)[C@@H](C)C(=O)O,naproxen,BRD-K33299843,CMWTZPSULFXXJA-SECBINFHSA-N,G02CC02
52504,COC1CCC2CC(CCC2C1)[C@@H](C)C(=O)O,naproxen,BRD-K33299843,CMWTZPSULFXXJA-SECBINFHSA-N,M02AA12
52505,COC1CCC2CC(CCC2C1)[C@@H](C)C(=O)O,naproxen,BRD-K33299843,CMWTZPSULFXXJA-SECBINFHSA-N,M01AE02
52506,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)CL,halometasone,BRD-K33312228,GGXMRPUKBWXVHE-MIHLVHIWSA-N,D07AC12
52507,C[C@@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]2CCC1=O,exemestane,BRD-K33425534,BFYIZQONLCFLEV-DAELLWKTSA-N,L02BG06
52508,C[C@@H]1CN(CC[C@]1(C(O)=O)C1CCCCC1)[C@H]1CC[C@](CC1)(C#N)C1CCC(F)CC1,levocabastine,BRD-K33453211,ZCGOMHNNNFPNMX-KYTRFIICSA-N,R01AC02
52509,C[C@@H]1CN(CC[C@]1(C(O)=O)C1CCCCC1)[C@H]1CC[C@](CC1)(C#N)C1CCC(F)CC1,levocabastine,BRD-K33453211,ZCGOMHNNNFPNMX-KYTRFIICSA-N,S01GX02
52510,NCCC1CCC(OS(O)(=O)=O)C(O)C1,dopamine,BRD-K33811357,DEKNNWJXAQTLFA-UHFFFAOYSA-N,C01CA04
52511,CN\C(NCCSCC1NC[NH]C1C)=N/C#N,cimetidine,BRD-K34157611,AQIXAKUUQRKLND-UHFFFAOYSA-N,A02BA01
52512,COC1CC(CC(OC)C1OC)C(=O)NCC1CCC(OCCN(C)C)CC1,trimethobenzamide,BRD-K34415467,FEZBIKUBAYAZIU-UHFFFAOYSA-N,R06AA10
52513,CCOC(=O)[C@H](CCC1CCCCC1)N[C@@H](C)C(=O)N1CC2CC(OC)C(OC)CC2C[C@H]1C(O)=O,moexipril,BRD-K34441861,UWWDHYUMIORJTA-HSQYWUDLSA-N,C09AA13
52514,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3C[NH]C4CCCC(C2=C1)C34,methylergometrine,BRD-K34685430,UNBRKDKAWYKMIV-QWQRMKEZSA-N,G02AB01
52515,N[C@@H](CC1CCC(O)C(O)C1)C(O)=O,levodopa,BRD-K34730807,WTDRDQBEARUVNC-LURJTMIESA-N,N04BA01
52516,CCC1=C(C)CN(C(=O)NCCC2CCC(CC2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,glimepiride,BRD-K34776109,WIGIZIANZCJQQY-RUCARUNLSA-N,A10BB12
52517,CN1CNC2N(C)C(=O)[NH]C(=O)C12,theobromine,BRD-K34888156,YAPQBXQYLJRXSA-UHFFFAOYSA-N,R03DA07
52518,CN1CNC2N(C)C(=O)[NH]C(=O)C12,theobromine,BRD-K34888156,YAPQBXQYLJRXSA-UHFFFAOYSA-N,C03BD01
52519,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,levonorgestrel,BRD-K35189033,WWYNJERNGUHSAO-XUDSTZEESA-N,G03AC03
52520,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,levonorgestrel,BRD-K35189033,WWYNJERNGUHSAO-XUDSTZEESA-N,G03AD01
52521,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,methylprednisolone,BRD-K35240538,VHRSUDSXCMQTMA-XRDLKPKISA-N,D07AA01
